OTUs,Domain,Phylum,Class,Order,Family,Genus
C7451,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7452,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7453,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7454,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7455,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7456,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera
C7457,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aquamicrobium
C7459,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter
C7460,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,unclassified_Nocardiaceae
C7461,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7462,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7463,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7464,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
C7465,Bacteria,unclassified_Bacteria,,,,
C7466,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C7467,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7468,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7469,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7470,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7471,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
C7472,Bacteria,unclassified_Bacteria,,,,
C7473,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7474,Bacteria,Verrucomicrobia,Opitutae,unclassified_Opitutae,,
C7475,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7476,Bacteria,TM7,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis
C7477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium
C7478,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unclassified_Phyllobacteriaceae
C7479,Bacteria,unclassified_Bacteria,,,,
C7480,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7481,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C7482,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7483,Bacteria,unclassified_Bacteria,,,,
C7484,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C7485,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7486,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7487,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C7488,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7489,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7490,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C7491,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7492,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7493,Bacteria,unclassified_Bacteria,,,,
C7494,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7495,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7496,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C7497,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7498,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unclassified_Phyllobacteriaceae
C7499,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7500,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7501,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7502,Bacteria,unclassified_Bacteria,,,,
C7503,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7504,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C7505,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7506,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7507,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7508,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7509,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Rhodothermaceae,Salisaeta
C7510,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7511,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unclassified_Alcaligenaceae
C7512,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
C7513,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,unclassified_Micrococcaceae
C7514,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7515,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7516,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,unclassified_Cyclobacteriaceae
C7517,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7518,Bacteria,unclassified_Bacteria,,,,
C7519,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
C7520,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7521,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7522,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified_Myxococcales,
C7523,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7524,Bacteria,Actinobacteria,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor
C7525,Bacteria,unclassified_Bacteria,,,,
C7526,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7527,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,unclassified_Halomonadaceae
C7528,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7529,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C7530,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,unclassified_Nocardiopsaceae
C7531,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7532,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,unclassified_Eubacteriaceae
C7533,Bacteria,unclassified_Bacteria,,,,
C7534,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7535,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,unclassified_Enterococcaceae
C7536,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7537,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C7538,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7539,Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,Anaerosphaera
C7540,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7541,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7542,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7543,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7544,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C7545,Bacteria,unclassified_Bacteria,,,,
C7546,Bacteria,unclassified_Bacteria,,,,
C7547,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7548,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7549,Bacteria,unclassified_Bacteria,,,,
C7550,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7551,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7552,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7553,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7554,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7555,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7556,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7557,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium_XI
C7558,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,unclassified_Cyclobacteriaceae
C7559,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,unclassified_Cyclobacteriaceae
C7560,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7561,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7562,Bacteria,unclassified_Bacteria,,,,
C7563,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7564,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7565,Bacteria,unclassified_Bacteria,,,,
C7566,Bacteria,unclassified_Bacteria,,,,
C7567,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7568,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7569,Bacteria,unclassified_Bacteria,,,,
C7570,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7571,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
C7572,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas
C7573,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
C7574,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,unclassified_Idiomarinaceae
C7575,Bacteria,unclassified_Bacteria,,,,
C7576,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified_Acidimicrobiales,
C7577,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7578,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7579,Bacteria,unclassified_Bacteria,,,,
C7580,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter
C7581,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7582,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7583,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified_Acidimicrobiales,
C7584,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7585,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Balneola
C7586,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7587,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7588,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7589,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7590,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7591,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C7592,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Paenochrobactrum
C7593,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia
C7594,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7595,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7596,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Gracilimonas
C7597,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7598,Bacteria,unclassified_Bacteria,,,,
C7599,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7600,Bacteria,unclassified_Bacteria,,,,
C7601,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7602,Bacteria,unclassified_Bacteria,,,,
C7603,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7604,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C7605,Bacteria,unclassified_Bacteria,,,,
C7606,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,unclassified_Nocardiaceae
C7607,Bacteria,unclassified_Bacteria,,,,
C7608,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
C7609,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified_Planctomycetaceae
C7610,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C7611,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Wohlfahrtiimonas
C7612,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7613,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified_Sphingobacteriaceae
C7614,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C7615,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C7616,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Wohlfahrtiimonas
C7617,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7618,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7619,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
C7620,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C7621,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Gelidibacter
C7622,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter
C7623,Bacteria,unclassified_Bacteria,,,,
C7624,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7625,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7626,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7627,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C7628,Bacteria,unclassified_Bacteria,,,,
C7629,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
C7630,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7631,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7632,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
C7633,Bacteria,unclassified_Bacteria,,,,
C7634,Bacteria,unclassified_Bacteria,,,,
C7635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7636,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7637,Bacteria,BRC1,BRC1_genera_incertae_sedis,BRC1_genera_incertae_sedis,BRC1_genera_incertae_sedis,BRC1_genera_incertae_sedis
C7638,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,unclassified_Halomonadaceae
C7639,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7640,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7641,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7642,Bacteria,unclassified_Bacteria,,,,
C7643,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7644,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7645,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7646,Bacteria,unclassified_Bacteria,,,,
C7647,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C7648,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7649,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7650,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,unclassified_Cystobacteraceae
C7651,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera
C7652,Bacteria,unclassified_Bacteria,,,,
C7653,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7654,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7655,Bacteria,unclassified_Bacteria,,,,
C7656,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C7657,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
C7658,Bacteria,unclassified_Bacteria,,,,
C7659,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7660,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C7661,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7662,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7663,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C7664,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unclassified_Alcaligenaceae
C7665,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C7666,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7667,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7668,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,
C7669,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,,
C7670,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7671,Bacteria,unclassified_Bacteria,,,,
C7672,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7673,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
C7674,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina
C7675,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7676,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter
C7677,Bacteria,unclassified_Bacteria,,,,
C7678,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7679,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
C7680,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Serpens
C7681,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7682,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Mogibacterium
C7683,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,
C7684,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7685,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7686,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7687,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobineae_incertae_sedis,Aciditerrimonas
C7688,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7689,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7690,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C7691,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7692,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7693,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7694,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7695,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C7696,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7697,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
C7698,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7699,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified_Acidimicrobiales,
C7700,Bacteria,unclassified_Bacteria,,,,
C7701,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7702,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C7703,Bacteria,unclassified_Bacteria,,,,
C7704,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium_XI
C7705,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7706,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7707,Bacteria,unclassified_Bacteria,,,,
C7708,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7709,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7710,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7711,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C7712,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7713,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Paenochrobactrum
C7714,Bacteria,unclassified_Bacteria,,,,
C7715,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,,
C7716,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C7717,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C7718,Bacteria,unclassified_Bacteria,,,,
C7719,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7720,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7721,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7722,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
C7723,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C7724,Bacteria,unclassified_Bacteria,,,,
C7725,Bacteria,unclassified_Bacteria,,,,
C7726,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
C7727,Bacteria,unclassified_Bacteria,,,,
C7728,Bacteria,unclassified_Bacteria,,,,
C7729,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7730,Bacteria,Firmicutes,Clostridia,unclassified_Clostridia,,
C7731,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C7732,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7733,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina
C7734,Bacteria,unclassified_Bacteria,,,,
C7735,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7736,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7737,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified_Rhodobacteraceae
C7738,Bacteria,unclassified_Bacteria,,,,
C7739,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C7740,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7741,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
