OTUs,Domain,Phylum,Class,Order,Family,Genus
C3171,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium
C3172,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis,Ohtaekwangia,Ohtaekwangia,Ohtaekwangia
C3173,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
C3174,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3175,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
C3176,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_incertae_sedis,Bauldia
C3177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3178,Bacteria,unclassified_Bacteria,,,,
C3179,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C3180,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C3181,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Stella
C3182,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified_Myxococcales,
C3183,Bacteria,Acidobacteria,Acidobacteria_Gp6,Gp6,Gp6,Gp6
C3184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C3185,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,unclassified_Solirubrobacterales,
C3186,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3187,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C3188,Bacteria,unclassified_Bacteria,,,,
C3189,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C3190,Bacteria,unclassified_Bacteria,,,,
C3191,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3192,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,unclassified_Cryomorphaceae
C3193,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C3194,Bacteria,Acidobacteria,Acidobacteria_Gp4,Gp4,Gp4,Gp4
C3195,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unclassified_Anaerolineaceae
C3196,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C3197,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
C3198,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
C3199,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Jiangellaceae,unclassified_Jiangellaceae
C3200,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C3201,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Thermocrispum
C3202,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C3203,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C3204,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C3205,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,unclassified_Planococcaceae
C3206,Bacteria,Acidobacteria,Acidobacteria_Gp4,Gp4,Gp4,Gp4
C3207,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
C3208,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C3209,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified_Rhodospirillales,
C3210,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
C3211,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudofulvimonas
C3212,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C3213,Bacteria,unclassified_Bacteria,,,,
C3214,Bacteria,unclassified_Bacteria,,,,
C3215,Bacteria,unclassified_Bacteria,,,,
C3216,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C3217,Bacteria,unclassified_Bacteria,,,,
C3218,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Myroides
C3219,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C3220,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
C3221,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium
C3222,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
C3223,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,unclassified_Nocardiopsaceae
C3224,Bacteria,unclassified_Bacteria,,,,
C3225,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
C3226,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C3227,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis,Ohtaekwangia,Ohtaekwangia,Ohtaekwangia
C3228,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
C3229,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C3230,Bacteria,unclassified_Bacteria,,,,
C3231,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3232,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter
C3233,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
C3234,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
C3235,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C3236,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
C3237,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter
C3238,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified_Acidimicrobiales,
C3239,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea
C3240,Bacteria,unclassified_Bacteria,,,,
C3241,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,,
C3242,Bacteria,unclassified_Bacteria,,,,
C3243,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,unclassified_Planococcaceae
C3244,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C3245,Bacteria,unclassified_Bacteria,,,,
C3246,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3247,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C3248,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Stackebrandtia
C3249,Bacteria,unclassified_Bacteria,,,,
C3250,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C3251,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
C3252,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,unclassified_Pseudonocardiaceae
C3253,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C3254,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C3255,Bacteria,unclassified_Bacteria,,,,
C3256,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unclassified_Alcaligenaceae
C3257,Bacteria,unclassified_Bacteria,,,,
C3258,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C3259,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Jiangellaceae,Jiangella
C3260,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
C3261,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillaceae_incertae_sedis
C3262,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
C3263,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_incertae_sedis,Geminicoccus,Geminicoccus
C3264,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unclassified_Paenibacillaceae_1
C3265,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C3266,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C3267,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C3268,Bacteria,unclassified_Bacteria,,,,
C3269,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unclassified_Phyllobacteriaceae
C3270,Bacteria,unclassified_Bacteria,,,,
C3271,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis,Ohtaekwangia,Ohtaekwangia,Ohtaekwangia
C3272,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C3273,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
C3274,Bacteria,unclassified_Bacteria,,,,
C3275,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
C3276,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
C3277,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C3278,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C3279,Bacteria,unclassified_Bacteria,,,,
C3280,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium
C3281,Bacteria,unclassified_Bacteria,,,,
C3282,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified_Rhodobacteraceae
C3283,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus
C3284,Bacteria,unclassified_Bacteria,,,,
C3285,Bacteria,unclassified_Bacteria,,,,
C3286,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
C3287,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified_Acidimicrobiales,
C3288,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
C3289,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C3290,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C3291,Bacteria,unclassified_Bacteria,,,,
C3292,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unclassified_Paenibacillaceae_1
C3293,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Microlunatus
C3294,Bacteria,unclassified_Bacteria,,,,
C3295,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C3296,Bacteria,unclassified_Bacteria,,,,
C3297,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Fodinicurvata
C3298,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_incertae_sedis,Bauldia
C3299,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae_1,Thermoflavimicrobium
C3300,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C3301,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter
C3302,Bacteria,unclassified_Bacteria,,,,
C3303,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_incertae_sedis,Geminicoccus,Geminicoccus
C3304,Bacteria,Chloroflexi,unclassified_Chloroflexi,,,
C3305,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C3306,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified_Myxococcales,
C3307,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,unclassified_Enterococcaceae
C3308,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,unclassified_Ectothiorhodospiraceae
C3309,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C3310,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_incertae_sedis,Geminicoccus,Geminicoccus
C3311,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,unclassified_Pseudonocardiaceae
C3312,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,unclassified_Solirubrobacterales,
C3313,Bacteria,unclassified_Bacteria,,,,
C3314,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax
C3315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3316,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3317,Bacteria,unclassified_Bacteria,,,,
C3318,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,unclassified_Puniceicoccaceae
C3319,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Sporomusa
C3320,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia
C3321,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
C3322,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,,
C3323,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
C3324,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C3325,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C3326,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
C3327,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unclassified_Alcaligenaceae
C3328,Bacteria,unclassified_Bacteria,,,,
C3329,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,unclassified_Bacillaceae_2
C3330,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera
C3331,Bacteria,unclassified_Bacteria,,,,
C3332,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
C3333,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia
C3334,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C3335,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C3336,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis,Ohtaekwangia,Ohtaekwangia,Ohtaekwangia
C3337,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,unclassified_Cryomorphaceae
C3338,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified_Sphingobacteriaceae
C3339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3340,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C3341,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,unclassified_Propionibacteriaceae
C3342,Bacteria,Acidobacteria,Acidobacteria_Gp6,Gp6,Gp6,Gp6
C3343,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter
C3344,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C3345,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C3346,Bacteria,Chloroflexi,unclassified_Chloroflexi,,,
C3347,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3348,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
C3349,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C3350,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
C3351,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Prauserella
C3352,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C3353,Bacteria,unclassified_Bacteria,,,,
C3354,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C3355,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C3356,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,unclassified_Caulobacteraceae
C3357,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C3358,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified_Bacteroidales,
C3359,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Terrimonas
C3360,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C3361,Bacteria,unclassified_Bacteria,,,,
C3362,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C3363,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae_1,Thermoactinomyces
C3364,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas
C3365,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C3366,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C3367,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C3368,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Wohlfahrtiimonas
C3369,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,Geomicrobium
C3370,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C3371,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudofulvimonas
C3372,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter
C3373,Bacteria,unclassified_Bacteria,,,,
C3374,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
C3375,Bacteria,unclassified_Bacteria,,,,
C3376,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C3377,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
C3378,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified_Sphingobacteriaceae
C3379,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,unclassified_Halomonadaceae
C3380,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora
C3381,Bacteria,Acidobacteria,Acidobacteria_Gp3,Gp3,Gp3,Gp3
C3382,Bacteria,Actinobacteria,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor
C3383,Bacteria,Chloroflexi,unclassified_Chloroflexi,,,
C3384,Bacteria,unclassified_Bacteria,,,,
C3385,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unclassified_Paenibacillaceae_1
C3386,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C3387,Bacteria,Nitrospira,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
C3388,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C3389,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
C3390,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_III
C3391,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C3392,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
C3393,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3394,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,unclassified_Flavobacteriales,
C3395,Bacteria,unclassified_Bacteria,,,,
C3396,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C3397,Bacteria,Acidobacteria,Acidobacteria_Gp6,Gp6,Gp6,Gp6
C3398,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,unclassified_Flavobacteriales,
C3399,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Cellvibrio
C3400,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified_Sphingobacteriaceae
C3401,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
C3402,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium
C3403,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C3404,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C3405,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,unclassified_Nocardiopsaceae
C3406,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified_Acetobacteraceae
C3407,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
C3408,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Gracilimonas
C3409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C3410,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C3411,Bacteria,unclassified_Bacteria,,,,
C3412,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C3413,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
C3414,Bacteria,unclassified_Bacteria,,,,
C3415,Bacteria,Chloroflexi,unclassified_Chloroflexi,,,
C3416,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Patulibacteraceae,Patulibacter
C3417,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C3418,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea
C3419,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C3420,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Alkalilimnicola
C3421,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Alkalimonas,Alkalimonas
C3422,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C3423,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C3424,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C3425,Bacteria,unclassified_Bacteria,,,,
C3426,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Glycomyces
C3427,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
C3428,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
C3429,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera
